#Operator Name: 
#Experimental Name: 
#SampleDescription: 
#Excitation Wavelength: 784.91 nm
#Laser Current: 100 %
#Excitation Power: 75.60 mW
#ND Filter: 100 % (255/255)
#Spectrograph Center Wavelength: 800.00 cm-1
#Grating: 600 gr/mm
#Slit width: 50 um
#Exposure Time: 20 s
#Averaging: 5
#Readout speed: 2MHz
#Gain: High
#Readout port: Low Noise
#CCD temperature: -69
#Optical Line Shaping mode: OFF
#Objective Lens: NA 0.45 20x Plan Fluor
#Measurement Mode: Point
#X axis (wavenumber): Not Calibrated
#Wavenumber Shift compensation (cm-1): 6.2
#Measurement Time:8/4/2025 3:21:58 PM
#--------------------------------------
#

wn(8/4/2025 3:21:58 PM Index:3)	8/4/2025 3:21:58 PM Index:3	wn(8/4/2025 3:20:17 PM Index:2)	8/4/2025 3:20:17 PM Index:2	wn(8/4/2025 3:18:35 PM Index:1)	8/4/2025 3:18:35 PM Index:1	
180.486708504808	0.45770825345092	180.486708504808	0.519488849069304	180.486708504808	0.783509827877593
181.467628538334	0.394537917604641	181.467628538334	0.51636494093673	181.467628538334	0.798600028185863
182.449291791087	0.425806470939293	182.449291791087	0.54469296801736	182.449291791087	0.792918468508957
183.429905306741	0.470769801046408	183.429905306741	0.524849109690516	183.429905306741	0.791645776947737
184.410365687312	0.421808807113349	184.410365687312	0.521192806838607	184.410365687312	0.784418877425898
185.39156897477	0.455175143479121	185.39156897477	0.515513005385524	185.39156897477	0.813235703719979
186.371723052876	0.392519276141648	186.371723052876	0.517181429728989	186.371723052876	0.726694231108537
187.351724103504	0.437007756839996	187.351724103504	0.526801541440013	187.351724103504	0.826871446944553
188.331572162486	0.392281851437265	188.331572162486	0.507525784592126	188.331572162486	0.738739137623577
189.313058158697	0.428537483147388	189.313058158697	0.527724543842896	189.313058158697	0.795281975140957
190.292600062323	0.411280466121611	190.292600062323	0.51143064809112	190.292600062323	0.746647824306644
191.271989081808	0.438788876966653	191.271989081808	0.512957025398123	191.271989081808	0.756374721054284
192.25122525294	0.426637602352563	192.25122525294	0.513596020394973	192.25122525294	0.782009873929298
193.23120349897	0.388363329179448	193.23120349897	0.539936082300268	193.23120349897	0.799918216611682
194.210133941089	0.435305778281466	194.210133941089	0.54419593339008	194.210133941089	0.723967082463622
195.18891164219	0.39374630865946	195.18891164219	0.480937162039745	195.18891164219	0.809826767913836
196.16753663802	0.42133386107263	196.16753663802	0.532126355302278	196.16753663802	0.730330429301756
197.146008964311	0.439857529716258	197.146008964311	0.531345399935858	197.146008964311	0.77228308814962
198.124328656788	0.396912744440184	198.124328656788	0.510649606057808	198.124328656788	0.745738774758339
199.103389801196	0.469305343824213	199.103389801196	0.527334022826239	199.103389801196	0.730466808927595
200.081404193728	0.418484088196369	200.081404193728	0.519772856475336	200.081404193728	0.806145183823978
201.059266059581	0.413536532288987	201.059266059581	0.520198824250939	201.059266059581	0.787146026070813
202.037869066124	0.408232694377103	202.037869066124	0.512673104658982	202.037869066124	0.800872652056625
203.015425846297	0.409182683090491	203.015425846297	0.540397583501709	203.015425846297	0.78014638893605
203.992830206824	0.41630716359712	203.992830206824	0.532339382523526	203.992830206824	0.736375630991576
204.97008218335	0.445319650764397	204.97008218335	0.503727348036863	204.97008218335	0.756738363067199
205.947181811507	0.436770235503661	205.947181811507	0.535747298062133	205.947181811507	0.777464626187773
206.924129126919	0.437799365785177	206.924129126919	0.530812918549631	206.924129126919	0.748875062280769
207.900924165197	0.418246566860034	207.900924165197	0.52573657866756	207.900924165197	0.749829497725712
208.877566961941	0.447931902304324	208.877566961941	0.507135263575469	208.877566961941	0.818144593474418
209.854057552742	0.418602848864536	209.854057552742	0.495136665672453	209.854057552742	0.71801276353504
210.830395973177	0.425608568702998	210.830395973177	0.529570461981769	210.830395973177	0.838052800775888
211.806582258812	0.449871402199189	211.806582258812	0.508945734955397	211.806582258812	0.784555257051737
212.782616445205	0.409895150467544	212.782616445205	0.522967744792696	212.782616445205	0.755420174641379
213.75939052954	0.438590974730358	213.75939052954	0.516968402507741	213.75939052954	0.810008644404274
214.734228662433	0.4380764095896	214.734228662433	0.531771367711461	214.734228662433	0.731603120862976
215.709806764324	0.426123133843756	215.709806764324	0.506886789595276	215.709806764324	0.831007666776525
216.685232909087	0.419711024082228	216.685232909087	0.537948203791824	216.685232909087	0.742784363726349
217.660507132221	0.470136571869434	217.660507132221	0.544763948202145	217.660507132221	0.722330748889488
218.635629469218	0.435068256945132	218.635629469218	0.517465437135021	218.635629469218	0.847279675884775
219.610599955553	0.454898099674698	219.610599955553	0.54071712433358	219.610599955553	0.765283340046895
220.584527636895	0.4447654665236	220.584527636895	0.542953476822218	220.584527636895	0.7662833833244
221.559194667025	0.467563842797595	221.559194667025	0.532410362708311	221.559194667025	0.755374788744742
222.533709952831	0.429685374097071	222.533709952831	0.544550920980898	222.533709952831	0.805508782559387
